Text,Language
Li ap mache.,Haitian Creole
Masha danki,Papiamento
"While him a live out deh, Moses see a burning bush, but di bush nah burn up! Jah tell Moses fi go back to Egypt and tell Pharaoh fi let di Hebrew people dem go.",Jamaican Creole
Wanem nem bilong yu?,Tok Pisin
Yama polis!,Papiamento
Giras bilong en i waitpela tru,Tok Pisin
The parson sey de marriage cerfitikit soon cum inna de mail.,Jamaican Creole
Bon pasco,Papiamento
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
Fi sure wi wear patwa wid suh much pride dat it bleed inna other culcha. ,Jamaican Creole
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
Da-n lisensa,Cape Verdean Creole
"When she says something like “mi glad fi see yuh bwoi”… “I’m happy to see you, boy” does not capture “Mi glad fi see yuh bwoi”.",Jamaican Creole
"From har poetry tu har musical tu Ring Ding, Miss Lou’s wuk fi eva fulla Jamaican vibe and culcha. ",Jamaican Creole
inap yu kam wantaim mi?,Tok Pisin
Mehora pronto,Papiamento
Ki non ou?,Haitian Creole
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
"When she says something like “mi glad fi see yuh bwoi”… “I’m happy to see you, boy” does not capture “Mi glad fi see yuh bwoi”.",Jamaican Creole
Felisitasyon!,Haitian Creole
Mi deh,Jamaican Creole
Un idioma nunka ta sufisiente,Papiamento
Nhu ten ki bon.,Cape Verdean Creole
"But Miss Lou neva stap, and Brathwaite seh “the hurricane does not roar in pentameter” – wi kno fi sure dat di English of Shakespeare caan match di true vibe of di Caribbean people.",Jamaican Creole
Sante!,Haitian Creole
Boas Festas,Cape Verdean Creole
lait malolo liklik,Tok Pisin
N´kré kumi cachupa,Cape Verdean Creole
Da-n lisensa,Cape Verdean Creole
Dis a di best.,Jamaican Creole
"Absalom! Absalom!, mi minim wanpela paragraf we i paul, i no stret, na i tantanim, samting olsem namba wan draf bilong Kerouac bilong On the Road - ol i bin pasim wantaim long ol 'bytes' tasol. Na 1 pesen em i gutpela.",Tok Pisin
N bèlantre,Haitian Creole
Bai sipsip igo wantaim tu,Tok Pisin
V byenvini,Haitian Creole
E meneer lo paga pa tur cos,Papiamento
Nogat. Mi siutim koronas,Tok Pisin
E ta bon.,Papiamento
Ta fest ti koku,Cape Verdean Creole
Ol i stap?,Tok Pisin
Kijan ou ye?,Haitian Creole
Yu raun we,Tok Pisin
Bonswa,Haitian Creole
Axe har de question.,Jamaican Creole
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Bònn jounen,Haitian Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
No bodda bawl im soon cum bak,Jamaican Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
"Tout bagay sèk, tout bagay tris.",Haitian Creole
" Mi mudda tell mi dat as a likkle girl how powaful it was fi si Miss Lou pon TV a chat patwa.Baan in 1919, Miss Lou tek up writin poetry from shi a likkle pickney. ",Jamaican Creole
Mi nuh si dem.,Jamaican Creole
"I no long taim i go pinis, mi luksave olsem ol sentens bilong mi i save go het taim mi raitim ol long skrin. Dispela i go long raitim planti samting na tu long raitim ol pas.",Tok Pisin
"I no long taim i go pinis, mi luksave olsem ol sentens bilong mi i save go het taim mi raitim ol long skrin. Dispela i go long raitim planti samting na tu long raitim ol pas.",Tok Pisin
"When she says something like “mi glad fi see yuh bwoi”… “I’m happy to see you, boy” does not capture “Mi glad fi see yuh bwoi”.",Jamaican Creole
"Papa bilong mipela, yu stap long heven.",Tok Pisin
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
Bilong me hangamapim bot stap pulap maleo,Tok Pisin
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Esta su wela o bisa wela mester,Papiamento
Erez anivèsè,Haitian Creole
D'xá-m' s'segód'!,Cape Verdean Creole
Nos ta bai.,Papiamento
Im too haad eaize.,Jamaican Creole
Epi ki sa Delira reponn li?,Haitian Creole
" Mi mudda tell mi dat as a likkle girl how powaful it was fi si Miss Lou pon TV a chat patwa.Baan in 1919, Miss Lou tek up writin poetry from shi a likkle pickney. ",Jamaican Creole
Ta un plaser di conocebo,Papiamento
Byen venu,Haitian Creole
"Well, Jah know, dat basket end up inna di hands of Pharaoh’s daughter, who take pity pon di baby and adopt him",Jamaican Creole
"As a poet, comedian, folklorist, television and radio personality, singer and actor, di whole a Jamaica luv har like fambily and call har Miss Lou – not Louise Bennett-Coverley.",Jamaican Creole
Bon dia,Cape Verdean Creole
Anmwe!,Haitian Creole
Kuma ku bu nome?,Cape Verdean Creole
Da-n lisensa,Cape Verdean Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Felisitasyon!,Haitian Creole
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
Fi sure wi wear patwa wid suh much pride dat it bleed inna other culcha. ,Jamaican Creole
Kum ta?,Cape Verdean Creole
"N´ka kré más, obrigado(a)",Cape Verdean Creole
" Tasol olsem histori bilong ol kampani olsem Facebook, Google na Amazon i bin lainim yumi, ol dijitel samting bilong nau inap kamap ol bikpela samting bilong wol tumora.",Tok Pisin
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Masha danki,Papiamento
Yon jou se moun ki ka mouri tou. Depi lontan lontan lapli pa tonbe.,Haitian Creole
"As oppose to di English of di Queen, Braithwaite seh “nation language” is like di English of di slaves dat was full a African speech riddims like Hausa, Yoruba, Igbo, or Twi.",Jamaican Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
Meri i gat liklik sipsip,Tok Pisin
Ti manham,Cape Verdean Creole
mi orait tasol,Tok Pisin
Ou konprann?,Haitian Creole
Fi sure wi wear patwa wid suh much pride dat it bleed inna other culcha. ,Jamaican Creole
Da-n lisensa,Cape Verdean Creole
A demen ,Haitian Creole
Yudami!,Papiamento
em hamas?,Tok Pisin
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
Mwen renmen w,Haitian Creole
Dja N perde avion/konboiu,Cape Verdean Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
"As oppose to di English of di Queen, Braithwaite seh “nation language” is like di English of di slaves dat was full a African speech riddims like Hausa, Yoruba, Igbo, or Twi.",Jamaican Creole
Nem bilong mi,Tok Pisin
Mi deh,Jamaican Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
E meneer lo paga pa tur cos,Papiamento
Di way shi chat di patwa wid respectability mek har an expert til Bajan poet Kamau Braithwaite call it a “nation language.” ,Jamaican Creole
Kel é seu nome?,Cape Verdean Creole
"Pitit gason nou an kite nou depi lontan, pou ale koupe kann nan peyi Kiba.",Haitian Creole
Rele la polis!,Haitian Creole
Yama polis!,Papiamento
Bònn Ane,Haitian Creole
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Axe har de question.,Jamaican Creole
"N´ka kré más, obrigado(a)",Cape Verdean Creole
"Oh wate wate wate wate… You know dis ting a appen too offen yunnuh… somebody a seh “yOuR hAnD”. Its not your hand, its yuh han! Nuh pwoil up di culcha!”",Jamaican Creole
"Bon, we-olsem laki bai i stap!-i kamap olsem wanpela Japanese Buddhist festival, na i no, olsem mi bin mekim pastaim i tok strong taim em i putim ol 'tiles' long bod ",Tok Pisin
Anchante,Haitian Creole
"Tout bagay sèk, tout bagay tris.",Haitian Creole
Danki,Papiamento
" Tasol olsem histori bilong ol kampani olsem Facebook, Google na Amazon i bin lainim yumi, ol dijitel samting bilong nau inap kamap ol bikpela samting bilong wol tumora.",Tok Pisin
" Tasol olsem histori bilong ol kampani olsem Facebook, Google na Amazon i bin lainim yumi, ol dijitel samting bilong nau inap kamap ol bikpela samting bilong wol tumora.",Tok Pisin
Porfabor,Papiamento
Mwen renmen ou.,Haitian Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
No bodda bawl im soon cum bak,Jamaican Creole
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
"Di way shi use di patwa wid pride an bragadoshiousness an di tings in a it like immigration, status, uppitiness, stushness, and folk antics (like di Ashanti trickster spida “Anansi always in a har stories) set up tings fi dub poetry and reggae music fi buss out wid di people. ",Jamaican Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
lait malolo liklik,Tok Pisin
Yu raun we,Tok Pisin
Moki bu tchoma?,Cape Verdean Creole
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
"Divès lyen ki konekte Ayiti ak Louisiana an tèm de kilti gastronomik, langaj, achitekti, relijyon, ak mizik pèsiste jodi a.",Haitian Creole
"Di way shi use di patwa wid pride an bragadoshiousness an di tings in a it like immigration, status, uppitiness, stushness, and folk antics (like di Ashanti trickster spida “Anansi always in a har stories) set up tings fi dub poetry and reggae music fi buss out wid di people. ",Jamaican Creole
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
"N´ka kré más, obrigado(a)",Cape Verdean Creole
" Di colonizers put dung di patwa – dem neva like di patwa at all, an neva seet as respectable. ",Jamaican Creole
Modi bu sta?,Cape Verdean Creole
Tur fecha i datonan den e buki aki ta histórikamente korekto.,Papiamento
Bon apre-midi,Haitian Creole
Se youn plaisir fè konesans ou!,Haitian Creole
Inna di morrows,Jamaican Creole
Sa fe lon temps nou pa we,Haitian Creole
mi orait tasol,Tok Pisin
Ta fest ti koku,Cape Verdean Creole
Dife,Haitian Creole
Nou pral ale.,Haitian Creole
em hamas?,Tok Pisin
Dixâ-m' em pás!,Cape Verdean Creole
Un idioma nunka ta sufisiente,Papiamento
Yon sèl lang se janm ase,Haitian Creole
"Si yo pa travay tè a, sa k ap rive?",Haitian Creole
Im too haad eaize.,Jamaican Creole
N bèlantre,Haitian Creole
"Moses lead di Hebrew people dem to Mount Sinai, where Jah give him di Ten Commandments and all di laws dem fi live by",Jamaican Creole
Mwen renmen w,Haitian Creole
Ki kote de vye granmoun sa yo chita?,Haitian Creole
Bikpela hamamas blong dispela Krismas go long yu Meri Krismas,Tok Pisin
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Masha danki,Papiamento
Patin bianda,Cape Verdean Creole
Bonjou,Haitian Creole
"Skrebe-l, pur favor",Cape Verdean Creole
Yudami!,Papiamento
"Modi bu sta?, Kuma ku bu sta?",Cape Verdean Creole
Sa fè lontan,Haitian Creole
"Modi bu sta?, Kuma ku bu sta?",Cape Verdean Creole
"“Come mek mi hol yuh han.” Di audience jump in, den shi cut dem off:",Jamaican Creole
"But Pharaoh say no, so Jah send down some big big plague dem fi force Pharaoh fi let di people dem go.",Jamaican Creole
Mwen renmen ou.,Haitian Creole
Sa fe lon temps nou pa we,Haitian Creole
Li ap mache.,Haitian Creole
Di chuck want tree new tyres.,Jamaican Creole
"Wha gawn bad a maanin, cyaan kum gud a evelin.",Jamaican Creole
Ki non w?,Haitian Creole
Boas Festas,Cape Verdean Creole
Ki non w?,Haitian Creole
Consensa,Cape Verdean Creole
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
"As a poet, comedian, folklorist, television and radio personality, singer and actor, di whole a Jamaica luv har like fambily and call har Miss Lou – not Louise Bennett-Coverley.",Jamaican Creole
Dja N perde avion/konboiu,Cape Verdean Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Nogat. Mi siutim koronas,Tok Pisin
Mwen sonje w,Haitian Creole
Nos ta bai.,Papiamento
Mehora pronto,Papiamento
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
N bèlantre,Haitian Creole
"But Miss Lou neva stap, and Brathwaite seh “the hurricane does not roar in pentameter” – wi kno fi sure dat di English of Shakespeare caan match di true vibe of di Caribbean people.",Jamaican Creole
lait malolo liklik,Tok Pisin
Na rausim olgeta samting nogut long mipela,Tok Pisin
" Mi ting yet olsem nambawan samting yumi ken bungim em i wanpela 'analog' we i stret moa. Na sapos yumi mas painim wanpela analog insait long wanpela 'literary unit' we i stap pinis, mi laik kamapim dispela paragraf. ",Tok Pisin
"Nos no tin tempu pa papia, pues nos ta manda mensahe. Nos no tin tempu pa manda mensahe pa hende spesífiko, pues nos ta aktualisá nos status di Facebook. Nos no tin tempu pa skirbi ensayonan, pues nos ta blog.",Papiamento
Kuma ku bu nome?,Cape Verdean Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Dja N perde avion/konboiu,Cape Verdean Creole
Bon maten,Haitian Creole
She tell di pickney dem Anansi stories an sing an dance an dem luv it. Dis was my muddas first time wid Miss Lou. ,Jamaican Creole
"Devan yon ti kay pay gen de vye granmoun ki chita: yon nèg ki rele Byenneme, ak Delira, madanm li.",Haitian Creole
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
Bon apre-midi,Haitian Creole
Yu raun we,Tok Pisin
"N´ka kré más, obrigado(a)",Cape Verdean Creole
Axe har de question.,Jamaican Creole
Algin li ta papia inglés?,Cape Verdean Creole
E ta bon.,Papiamento
Ta fest ti koku,Cape Verdean Creole
"All a dem perform in patwa an talk bout di struggle of di people, fi sure poets and artiste like Bob Marley, Linton Kwesi Johnson, and Mutabaruka owe har nuff respeck.",Jamaican Creole
Bonswa,Haitian Creole
Rele la polis!,Haitian Creole
Consensa,Cape Verdean Creole
mi laikim planti plis,Tok Pisin
Mi ah guh lef tiday,Jamaican Creole
Èske yo kwè gen lespwa pou yo?,Haitian Creole
Danki,Papiamento
"Di way shi use di patwa wid pride an bragadoshiousness an di tings in a it like immigration, status, uppitiness, stushness, and folk antics (like di Ashanti trickster spida “Anansi always in a har stories) set up tings fi dub poetry and reggae music fi buss out wid di people. ",Jamaican Creole
Modi bu sta?,Cape Verdean Creole
A demen ,Haitian Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
Boas Festas,Cape Verdean Creole
Koman ou rele?,Haitian Creole
sori nogut,Tok Pisin
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Wanem nem bilong yu?,Tok Pisin
Bo ta bini?,Papiamento
 Shi a wi hero an wi luv har because “She wrote and spoke these poems and stories and she made us proud of our own traditions.,Jamaican Creole
Bai sipsip igo wantaim tu,Tok Pisin
Bònn jounen,Haitian Creole
Yon jou se moun ki ka mouri tou. Depi lontan lontan lapli pa tonbe.,Haitian Creole
Bon dia,Cape Verdean Creole
"Papa Bubu, di Banda Bou, tabata manera un tawela pa mi i el a konta mi mashá kos di pasado. Su mayornan a kont'é di tempu di katibu. Hopi di loke ta skibí aki ta kosnan ku el a konta mi personalmente.",Papiamento
"Bon, we-olsem laki bai i stap!-i kamap olsem wanpela Japanese Buddhist festival, na i no, olsem mi bin mekim pastaim i tok strong taim em i putim ol 'tiles' long bod ",Tok Pisin
" wanpela hap bilong wanpela 'cherry treat' we i gat soklet long en. Maski, dispela strateji i wok gut. Tim bilong mi i lus long 53 poin tasol na i no 58.",Tok Pisin
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
